Gene symbol,Ensembl gene ID,Disease name,EFO ID,Therapeutic area,gPS,Number of therapeutic areas
ZNF217,ENSG00000171940,asthma,MONDO_0004979,respiratory or thoracic disease,12,6
TRAF1,ENSG00000056558,asthma,MONDO_0004979,respiratory or thoracic disease,8,5
TM9SF2,ENSG00000125304,asthma,MONDO_0004979,respiratory or thoracic disease,7,5
SIK2,ENSG00000170145,asthma,MONDO_0004979,respiratory or thoracic disease,7,6
TNFRSF11A,ENSG00000141655,asthma,MONDO_0004979,respiratory or thoracic disease,16,7
PRDM11,ENSG00000019485,asthma,MONDO_0004979,respiratory or thoracic disease,14,7
OLIG3,ENSG00000177468,asthma,MONDO_0004979,respiratory or thoracic disease,18,10
TNFSF4,ENSG00000117586,asthma,MONDO_0004979,respiratory or thoracic disease,16,10
NFKBIA,ENSG00000100906,asthma,MONDO_0004979,respiratory or thoracic disease,15,6
GSAP,ENSG00000186088,asthma,MONDO_0004979,respiratory or thoracic disease,8,6
UBE2E2,ENSG00000182247,asthma,MONDO_0004979,respiratory or thoracic disease,7,6
IQGAP2,ENSG00000145703,Parkinson disease,MONDO_0005180,"genetic, familial or congenital disease",3,2
PM20D1,ENSG00000162877,Parkinson disease,MONDO_0005180,"genetic, familial or congenital disease",1,1
ZNF519,ENSG00000175322,ocular sarcoidosis,EFO_0010723,disorder of visual system,1,1
MAGI1,ENSG00000151276,ocular sarcoidosis,EFO_0010723,disorder of visual system,6,6
FSHB,ENSG00000131808,migraine disorder,MONDO_0005277,cardiovascular disease,21,6
PAX7,ENSG00000009709,cleft lip,EFO_0003959,other,5,3
TANC2,ENSG00000170921,cleft lip,EFO_0003959,other,4,2
NPIPB2,ENSG00000234719,gastric carcinoma,EFO_0000178,cancer or benign tumor,1,1
TNFRSF17,ENSG00000048462,gastric carcinoma,EFO_0000178,cancer or benign tumor,1,1
UMOD,ENSG00000169344,type 2 diabetes mellitus,MONDO_0005148,pancreas disease,22,8
GIGYF1,ENSG00000146830,autoimmune thyroid disease,EFO_0006812,endocrine system disease,3,3
TYK2,ENSG00000105397,autoimmune thyroid disease,EFO_0006812,endocrine system disease,27,12
C12orf42,ENSG00000179088,autoimmune thyroid disease,EFO_0006812,endocrine system disease,12,7
USP25,ENSG00000155313,autoimmune thyroid disease,EFO_0006812,endocrine system disease,12,7
TULP1,ENSG00000112041,autoimmune thyroid disease,EFO_0006812,endocrine system disease,5,4
TRIB2,ENSG00000071575,autoimmune thyroid disease,EFO_0006812,endocrine system disease,10,5
IRF3,ENSG00000126456,autoimmune thyroid disease,EFO_0006812,endocrine system disease,8,4
TPO,ENSG00000115705,autoimmune thyroid disease,EFO_0006812,endocrine system disease,7,3
CD247,ENSG00000198821,autoimmune thyroid disease,EFO_0006812,endocrine system disease,18,9
RUNX3,ENSG00000020633,autoimmune thyroid disease,EFO_0006812,endocrine system disease,27,10
CEP57,ENSG00000166037,autoimmune thyroid disease,EFO_0006812,endocrine system disease,15,7
PTPN2,ENSG00000175354,autoimmune thyroid disease,EFO_0006812,endocrine system disease,23,10
EDARADD,ENSG00000186197,autoimmune thyroid disease,EFO_0006812,endocrine system disease,4,2
JAK1,ENSG00000162434,autoimmune thyroid disease,EFO_0006812,endocrine system disease,6,5
FYN,ENSG00000010810,autoimmune thyroid disease,EFO_0006812,endocrine system disease,6,4
STAT4,ENSG00000138378,autoimmune thyroid disease,EFO_0006812,endocrine system disease,33,11
CLEC2D,ENSG00000069493,autoimmune thyroid disease,EFO_0006812,endocrine system disease,4,3
SASH1,ENSG00000111961,autoimmune thyroid disease,EFO_0006812,endocrine system disease,7,4
TIMMDC1,ENSG00000113845,autoimmune thyroid disease,EFO_0006812,endocrine system disease,6,4
INPP5B,ENSG00000204084,autoimmune thyroid disease,EFO_0006812,endocrine system disease,14,7
RAB5C,ENSG00000108774,autoimmune thyroid disease,EFO_0006812,endocrine system disease,4,2
C1QTNF6,ENSG00000133466,autoimmune thyroid disease,EFO_0006812,endocrine system disease,11,5
CAMK4,ENSG00000152495,autoimmune thyroid disease,EFO_0006812,endocrine system disease,2,1
IFITM2,ENSG00000185201,autoimmune thyroid disease,EFO_0006812,endocrine system disease,2,2
CHRNA9,ENSG00000174343,autoimmune thyroid disease,EFO_0006812,endocrine system disease,6,3
PDE7B,ENSG00000171408,autoimmune thyroid disease,EFO_0006812,endocrine system disease,5,4
TLR3,ENSG00000164342,autoimmune thyroid disease,EFO_0006812,endocrine system disease,6,4
IFIH1,ENSG00000115267,autoimmune thyroid disease,EFO_0006812,endocrine system disease,24,12
ARID5B,ENSG00000150347,autoimmune thyroid disease,EFO_0006812,endocrine system disease,25,11
PLEKHA1,ENSG00000107679,autoimmune thyroid disease,EFO_0006812,endocrine system disease,8,6
RERE,ENSG00000142599,autoimmune thyroid disease,EFO_0006812,endocrine system disease,19,12
RAB2A,ENSG00000104388,autoimmune thyroid disease,EFO_0006812,endocrine system disease,9,5
PPP4R3B,ENSG00000275052,autoimmune thyroid disease,EFO_0006812,endocrine system disease,2,1
NR3C2,ENSG00000151623,autoimmune thyroid disease,EFO_0006812,endocrine system disease,13,7
ACAP1,ENSG00000072818,autoimmune thyroid disease,EFO_0006812,endocrine system disease,9,5
TCF7,ENSG00000081059,autoimmune thyroid disease,EFO_0006812,endocrine system disease,14,7
PPARG,ENSG00000132170,autoimmune thyroid disease,EFO_0006812,endocrine system disease,20,14
LPP,ENSG00000145012,autoimmune thyroid disease,EFO_0006812,endocrine system disease,59,14
TNFRSF14,ENSG00000157873,autoimmune thyroid disease,EFO_0006812,endocrine system disease,6,4
SPATA13,ENSG00000182957,autoimmune thyroid disease,EFO_0006812,endocrine system disease,4,2
PRAG1,ENSG00000275342,autoimmune thyroid disease,EFO_0006812,endocrine system disease,15,11
RASGRP1,ENSG00000172575,autoimmune thyroid disease,EFO_0006812,endocrine system disease,24,10
TG,ENSG00000042832,autoimmune thyroid disease,EFO_0006812,endocrine system disease,15,4
PDE8B,ENSG00000113231,autoimmune thyroid disease,EFO_0006812,endocrine system disease,11,4
RNASET2,ENSG00000026297,autoimmune thyroid disease,EFO_0006812,endocrine system disease,15,5
PANX1,ENSG00000110218,autoimmune thyroid disease,EFO_0006812,endocrine system disease,3,3
FOXE1,ENSG00000178919,autoimmune thyroid disease,EFO_0006812,endocrine system disease,21,6
SS18,ENSG00000141380,autoimmune thyroid disease,EFO_0006812,endocrine system disease,1,1
TRAT1,ENSG00000163519,autoimmune thyroid disease,EFO_0006812,endocrine system disease,4,2
ELMO1,ENSG00000155849,autoimmune thyroid disease,EFO_0006812,endocrine system disease,12,6
CD226,ENSG00000150637,autoimmune thyroid disease,EFO_0006812,endocrine system disease,13,10
CTLA4,ENSG00000163599,autoimmune thyroid disease,EFO_0006812,endocrine system disease,26,9
PDE10A,ENSG00000112541,autoimmune thyroid disease,EFO_0006812,endocrine system disease,9,5
CBLB,ENSG00000114423,autoimmune thyroid disease,EFO_0006812,endocrine system disease,7,5
MACIR,ENSG00000181751,autoimmune thyroid disease,EFO_0006812,endocrine system disease,16,8
MYC,ENSG00000136997,autoimmune thyroid disease,EFO_0006812,endocrine system disease,50,9
CX3CR1,ENSG00000168329,autoimmune thyroid disease,EFO_0006812,endocrine system disease,2,1
IFNE,ENSG00000184995,autoimmune thyroid disease,EFO_0006812,endocrine system disease,4,2
TBX21,ENSG00000073861,autoimmune thyroid disease,EFO_0006812,endocrine system disease,9,5
MARCHF7,ENSG00000136536,autoimmune thyroid disease,EFO_0006812,endocrine system disease,1,1
IRF4,ENSG00000137265,autoimmune thyroid disease,EFO_0006812,endocrine system disease,62,13
ADCY7,ENSG00000121281,autoimmune thyroid disease,EFO_0006812,endocrine system disease,11,4
CLNK,ENSG00000109684,autoimmune thyroid disease,EFO_0006812,endocrine system disease,13,7
VAV3,ENSG00000134215,autoimmune thyroid disease,EFO_0006812,endocrine system disease,7,3
GPR25,ENSG00000170128,autoimmune thyroid disease,EFO_0006812,endocrine system disease,3,2
PLGRKT,ENSG00000107020,autoimmune thyroid disease,EFO_0006812,endocrine system disease,2,1
IL7R,ENSG00000168685,autoimmune thyroid disease,EFO_0006812,endocrine system disease,29,9
BLK,ENSG00000136573,autoimmune thyroid disease,EFO_0006812,endocrine system disease,20,10
JUND,ENSG00000130522,autoimmune thyroid disease,EFO_0006812,endocrine system disease,2,1
POU5F1B,ENSG00000212993,autoimmune thyroid disease,EFO_0006812,endocrine system disease,54,8
SH2B3,ENSG00000111252,autoimmune thyroid disease,EFO_0006812,endocrine system disease,87,17
CD44,ENSG00000026508,autoimmune thyroid disease,EFO_0006812,endocrine system disease,10,8
MSRA,ENSG00000175806,autoimmune thyroid disease,EFO_0006812,endocrine system disease,18,10
RAD51B,ENSG00000182185,autoimmune thyroid disease,EFO_0006812,endocrine system disease,32,12
DNASE1L3,ENSG00000163687,autoimmune thyroid disease,EFO_0006812,endocrine system disease,6,4
BACH2,ENSG00000112182,autoimmune thyroid disease,EFO_0006812,endocrine system disease,46,13
SH2D2A,ENSG00000027869,autoimmune thyroid disease,EFO_0006812,endocrine system disease,6,4
FLT3,ENSG00000122025,autoimmune thyroid disease,EFO_0006812,endocrine system disease,8,5
TNFSF11,ENSG00000120659,autoimmune thyroid disease,EFO_0006812,endocrine system disease,14,7
SUOX,ENSG00000139531,autoimmune thyroid disease,EFO_0006812,endocrine system disease,23,11
PIK3R5,ENSG00000141506,autoimmune thyroid disease,EFO_0006812,endocrine system disease,5,3
SMIM20,ENSG00000250317,autoimmune thyroid disease,EFO_0006812,endocrine system disease,13,6
BHLHE40,ENSG00000134107,autoimmune thyroid disease,EFO_0006812,endocrine system disease,5,4
SNX5,ENSG00000089006,autoimmune thyroid disease,EFO_0006812,endocrine system disease,2,1
PHACTR1,ENSG00000112137,spontaneous coronary artery dissection,EFO_0010820,cardiovascular disease,25,4
FBN1,ENSG00000166147,spontaneous coronary artery dissection,EFO_0010820,cardiovascular disease,8,3
ADAMTSL4,ENSG00000143382,spontaneous coronary artery dissection,EFO_0010820,cardiovascular disease,6,3
KCNE2,ENSG00000159197,spontaneous coronary artery dissection,EFO_0010820,cardiovascular disease,15,2
LRP1,ENSG00000123384,spontaneous coronary artery dissection,EFO_0010820,cardiovascular disease,28,11
CD248,ENSG00000174807,ovarian carcinoma,EFO_0001075,cancer or benign tumor,6,2
CD248,ENSG00000174807,breast carcinoma,EFO_0000305,cancer or benign tumor,6,2
CD248,ENSG00000174807,prostate carcinoma,EFO_0001663,cancer or benign tumor,6,2
CLCNKA,ENSG00000186510,ovarian carcinoma,EFO_0001075,cancer or benign tumor,11,4
CLCNKA,ENSG00000186510,breast carcinoma,EFO_0000305,cancer or benign tumor,11,4
CLCNKA,ENSG00000186510,prostate carcinoma,EFO_0001663,cancer or benign tumor,11,4
HSPB7,ENSG00000173641,ovarian carcinoma,EFO_0001075,cancer or benign tumor,9,3
HSPB7,ENSG00000173641,breast carcinoma,EFO_0000305,cancer or benign tumor,9,3
HSPB7,ENSG00000173641,prostate carcinoma,EFO_0001663,cancer or benign tumor,9,3
POU5F1B,ENSG00000212993,ovarian carcinoma,EFO_0001075,cancer or benign tumor,54,8
VAMP8,ENSG00000118640,ovarian carcinoma,EFO_0001075,cancer or benign tumor,5,2
VAMP8,ENSG00000118640,breast carcinoma,EFO_0000305,cancer or benign tumor,5,2
TET2,ENSG00000168769,ovarian carcinoma,EFO_0001075,cancer or benign tumor,34,11
TAX1BP1,ENSG00000106052,ovarian carcinoma,EFO_0001075,cancer or benign tumor,9,3
TAX1BP1,ENSG00000106052,breast carcinoma,EFO_0000305,cancer or benign tumor,9,3
HABP2,ENSG00000148702,ovarian carcinoma,EFO_0001075,cancer or benign tumor,11,3
HABP2,ENSG00000148702,breast carcinoma,EFO_0000305,cancer or benign tumor,11,3
INCENP,ENSG00000149503,ovarian carcinoma,EFO_0001075,cancer or benign tumor,5,2
INCENP,ENSG00000149503,breast carcinoma,EFO_0000305,cancer or benign tumor,5,2
CDKN2A,ENSG00000147889,ovarian carcinoma,EFO_0001075,cancer or benign tumor,15,6
CDKN2A,ENSG00000147889,breast carcinoma,EFO_0000305,cancer or benign tumor,15,6
SMIM38,ENSG00000284713,ovarian carcinoma,EFO_0001075,cancer or benign tumor,16,6
SMIM38,ENSG00000284713,breast carcinoma,EFO_0000305,cancer or benign tumor,16,6
COX11,ENSG00000166260,ovarian carcinoma,EFO_0001075,cancer or benign tumor,5,1
COX11,ENSG00000166260,prostate carcinoma,EFO_0001663,cancer or benign tumor,5,1
DNAJC1,ENSG00000136770,ovarian carcinoma,EFO_0001075,cancer or benign tumor,11,3
DNAJC1,ENSG00000136770,prostate carcinoma,EFO_0001663,cancer or benign tumor,11,3
ZBTB7B,ENSG00000160685,ovarian carcinoma,EFO_0001075,cancer or benign tumor,15,6
ZBTB7B,ENSG00000160685,breast carcinoma,EFO_0000305,cancer or benign tumor,15,6
MYC,ENSG00000136997,ovarian carcinoma,EFO_0001075,cancer or benign tumor,50,9
MYC,ENSG00000136997,prostate carcinoma,EFO_0001663,cancer or benign tumor,50,9
ARHGEF5,ENSG00000050327,ovarian carcinoma,EFO_0001075,cancer or benign tumor,3,1
ARHGEF5,ENSG00000050327,prostate carcinoma,EFO_0001663,cancer or benign tumor,3,1
CCDC88C,ENSG00000015133,ovarian carcinoma,EFO_0001075,cancer or benign tumor,4,1
GATAD2A,ENSG00000167491,ovarian carcinoma,EFO_0001075,cancer or benign tumor,9,5
GATAD2A,ENSG00000167491,breast carcinoma,EFO_0000305,cancer or benign tumor,9,5
GATAD2A,ENSG00000167491,prostate carcinoma,EFO_0001663,cancer or benign tumor,9,5
BCL2L11,ENSG00000153094,ovarian carcinoma,EFO_0001075,cancer or benign tumor,37,12
BCL2L11,ENSG00000153094,breast carcinoma,EFO_0000305,cancer or benign tumor,37,12
BCAR1,ENSG00000050820,coronary artery disease,EFO_0001645,cardiovascular disease,3,3
RNF213,ENSG00000173821,coronary artery disease,EFO_0001645,cardiovascular disease,4,3
IRX1,ENSG00000170549,coronary artery disease,EFO_0001645,cardiovascular disease,8,5
B9D2,ENSG00000123810,coronary artery disease,EFO_0001645,cardiovascular disease,8,4
BRAP,ENSG00000089234,coronary artery disease,EFO_0001645,cardiovascular disease,7,4
BET1L,ENSG00000177951,coronary artery disease,EFO_0001645,cardiovascular disease,6,4
HDAC9,ENSG00000048052,coronary artery disease,EFO_0001645,cardiovascular disease,18,8
SPC24,ENSG00000161888,coronary artery disease,EFO_0001645,cardiovascular disease,8,5
ZNF608,ENSG00000168916,Parkinson disease,MONDO_0005180,"genetic, familial or congenital disease",9,2
RAB25,ENSG00000132698,Parkinson disease,MONDO_0005180,"genetic, familial or congenital disease",2,2
PRSS53,ENSG00000151006,Parkinson disease,MONDO_0005180,"genetic, familial or congenital disease",16,7
SATB1,ENSG00000182568,Parkinson disease,MONDO_0005180,"genetic, familial or congenital disease",26,11
ELOVL7,ENSG00000164181,Parkinson disease,MONDO_0005180,"genetic, familial or congenital disease",3,2
MED13,ENSG00000108510,Parkinson disease,MONDO_0005180,"genetic, familial or congenital disease",3,2
CTSK,ENSG00000143387,prostate carcinoma,EFO_0001663,cancer or benign tumor,1,1
BLTP3A,ENSG00000065060,prostate carcinoma,EFO_0001663,cancer or benign tumor,19,11
MBD2,ENSG00000134046,prostate carcinoma,EFO_0001663,cancer or benign tumor,3,3
SUN2,ENSG00000100242,prostate carcinoma,EFO_0001663,cancer or benign tumor,2,2
PTGR3,ENSG00000180011,prostate carcinoma,EFO_0001663,cancer or benign tumor,1,1
CEP57L1,ENSG00000183137,prostate carcinoma,EFO_0001663,cancer or benign tumor,5,4
LIPJ,ENSG00000204022,prostate carcinoma,EFO_0001663,cancer or benign tumor,4,3
MYNN,ENSG00000085274,prostate carcinoma,EFO_0001663,cancer or benign tumor,23,3
TTC16,ENSG00000167094,prostate carcinoma,EFO_0001663,cancer or benign tumor,1,1
ARHGAP6,ENSG00000047648,prostate carcinoma,EFO_0001663,cancer or benign tumor,3,2
SHROOM2,ENSG00000146950,prostate carcinoma,EFO_0001663,cancer or benign tumor,5,2
TAB3,ENSG00000157625,prostate carcinoma,EFO_0001663,cancer or benign tumor,1,1
SUPT4H1,ENSG00000213246,prostate carcinoma,EFO_0001663,cancer or benign tumor,7,5
SSX7,ENSG00000187754,prostate carcinoma,EFO_0001663,cancer or benign tumor,1,1
TRIM8,ENSG00000171206,prostate carcinoma,EFO_0001663,cancer or benign tumor,2,2
CDKN1A,ENSG00000124762,dilated cardiomyopathy,EFO_0000407,cardiovascular disease,40,6
LYZL1,ENSG00000120563,dilated cardiomyopathy,EFO_0000407,cardiovascular disease,1,1
FLNC,ENSG00000128591,dilated cardiomyopathy,EFO_0000407,cardiovascular disease,11,2
FHOD3,ENSG00000134775,dilated cardiomyopathy,EFO_0000407,cardiovascular disease,2,1
NMB,ENSG00000197696,dilated cardiomyopathy,EFO_0000407,cardiovascular disease,13,4
PRKCA,ENSG00000154229,dilated cardiomyopathy,EFO_0000407,cardiovascular disease,7,3
LSM3,ENSG00000170860,dilated cardiomyopathy,EFO_0000407,cardiovascular disease,4,1
DEFB136,ENSG00000205884,dilated cardiomyopathy,EFO_0000407,cardiovascular disease,5,2
ZBTB17,ENSG00000116809,dilated cardiomyopathy,EFO_0000407,cardiovascular disease,3,1
BAG3,ENSG00000151929,dilated cardiomyopathy,EFO_0000407,cardiovascular disease,10,3
SMARCB1,ENSG00000099956,dilated cardiomyopathy,EFO_0000407,cardiovascular disease,4,1
TTN,ENSG00000155657,dilated cardiomyopathy,EFO_0000407,cardiovascular disease,12,5
SQLE,ENSG00000104549,dilated cardiomyopathy,EFO_0000407,cardiovascular disease,1,1
NAV3,ENSG00000067798,systemic mastocytosis,MONDO_0016586,cancer or benign tumor,5,3
TTC39B,ENSG00000155158,systemic mastocytosis,MONDO_0016586,cancer or benign tumor,6,5
ISL2,ENSG00000159556,Cleft palate,HP_0000175,other,3,3
SYT14,ENSG00000143469,Cleft palate,HP_0000175,other,3,3
FTO,ENSG00000140718,obstructive sleep apnea,EFO_0003918,respiratory or thoracic disease,126,19
SLC7A10,ENSG00000130876,Mastocytosis,EFO_0009001,cancer or benign tumor,26,9
TBL1XR1,ENSG00000177565,Mastocytosis,EFO_0009001,cancer or benign tumor,12,4
ZEB2,ENSG00000169554,Mastocytosis,EFO_0009001,cancer or benign tumor,23,8
KIZ,ENSG00000088970,attention deficit hyperactivity disorder,EFO_0003888,nervous system disease,13,5
KIZ,ENSG00000088970,autism spectrum disorder,EFO_0003756,nervous system disease,13,5
KIZ,ENSG00000088970,schizophrenia,MONDO_0005090,nervous system disease,13,5
KIZ,ENSG00000088970,major depressive disorder,MONDO_0002009,nervous system disease,13,5
KIZ,ENSG00000088970,bipolar disorder,MONDO_0004985,nervous system disease,13,5
CNNM2,ENSG00000148842,attention deficit hyperactivity disorder,EFO_0003888,nervous system disease,16,6
CNNM2,ENSG00000148842,autism spectrum disorder,EFO_0003756,nervous system disease,16,6
CNNM2,ENSG00000148842,schizophrenia,MONDO_0005090,nervous system disease,16,6
CNNM2,ENSG00000148842,bipolar disorder,MONDO_0004985,nervous system disease,16,6
MED19,ENSG00000156603,attention deficit hyperactivity disorder,EFO_0003888,nervous system disease,8,1
MED19,ENSG00000156603,autism spectrum disorder,EFO_0003756,nervous system disease,8,1
MED19,ENSG00000156603,bipolar disorder,MONDO_0004985,nervous system disease,8,1
DCC,ENSG00000187323,attention deficit hyperactivity disorder,EFO_0003888,nervous system disease,50,12
DCC,ENSG00000187323,autism spectrum disorder,EFO_0003756,nervous system disease,50,12
DCC,ENSG00000187323,schizophrenia,MONDO_0005090,nervous system disease,50,12
TCF4,ENSG00000196628,attention deficit hyperactivity disorder,EFO_0003888,nervous system disease,45,10
TCF4,ENSG00000196628,autism spectrum disorder,EFO_0003756,nervous system disease,45,10
CNKSR2,ENSG00000149970,attention deficit hyperactivity disorder,EFO_0003888,nervous system disease,7,2
CNKSR2,ENSG00000149970,autism spectrum disorder,EFO_0003756,nervous system disease,7,2
CNKSR2,ENSG00000149970,schizophrenia,MONDO_0005090,nervous system disease,7,2
CNKSR2,ENSG00000149970,major depressive disorder,MONDO_0002009,nervous system disease,7,2
CNKSR2,ENSG00000149970,bipolar disorder,MONDO_0004985,nervous system disease,7,2
DRD2,ENSG00000149295,attention deficit hyperactivity disorder,EFO_0003888,nervous system disease,21,6
DRD2,ENSG00000149295,autism spectrum disorder,EFO_0003756,nervous system disease,21,6
PCLO,ENSG00000186472,attention deficit hyperactivity disorder,EFO_0003888,nervous system disease,9,3
PCLO,ENSG00000186472,autism spectrum disorder,EFO_0003756,nervous system disease,9,3
PCLO,ENSG00000186472,schizophrenia,MONDO_0005090,nervous system disease,9,3
PCLO,ENSG00000186472,bipolar disorder,MONDO_0004985,nervous system disease,9,3
ITIH3,ENSG00000162267,attention deficit hyperactivity disorder,EFO_0003888,nervous system disease,10,2
ERCC4,ENSG00000175595,attention deficit hyperactivity disorder,EFO_0003888,nervous system disease,12,5
PJA1,ENSG00000181191,attention deficit hyperactivity disorder,EFO_0003888,nervous system disease,8,3
